threshold,precision,recall,pr_auc
0.67,1.0,0.0,0.428070270539743
0.675,1.0,0.0,0.428070270539743
0.68,1.0,0.0,0.428070270539743
0.685,1.0,0.0,0.428070270539743
0.6900000000000001,1.0,0.0,0.428070270539743
0.6950000000000001,1.0,0.0,0.428070270539743
0.7000000000000001,1.0,0.0,0.428070270539743
0.705,1.0,0.0,0.428070270539743
0.71,1.0,0.0,0.428070270539743
0.715,1.0,0.0,0.428070270539743
0.72,1.0,0.0,0.428070270539743
0.725,1.0,0.0,0.428070270539743
0.73,1.0,0.0,0.428070270539743
0.735,1.0,0.0,0.428070270539743
0.74,1.0,0.0,0.428070270539743
0.745,1.0,0.0,0.428070270539743
0.75,1.0,0.0,0.428070270539743
0.755,1.0,0.0,0.428070270539743
0.76,1.0,0.0,0.428070270539743
0.765,1.0,0.0,0.428070270539743
0.77,1.0,0.0,0.428070270539743
0.775,1.0,0.0,0.428070270539743
0.78,1.0,0.0,0.428070270539743
0.785,1.0,0.0,0.428070270539743
0.79,1.0,0.0,0.428070270539743
0.795,1.0,0.0,0.428070270539743
0.8,1.0,0.0,0.428070270539743
0.805,1.0,0.0,0.428070270539743
0.81,1.0,0.0,0.428070270539743
0.8150000000000001,1.0,0.0,0.428070270539743
0.8200000000000001,1.0,0.0,0.428070270539743
0.8250000000000001,1.0,0.0,0.428070270539743
0.8300000000000001,1.0,0.0,0.428070270539743
0.835,1.0,0.0,0.428070270539743
0.84,1.0,0.0,0.428070270539743
0.845,1.0,0.0,0.428070270539743
0.85,1.0,0.0,0.428070270539743
0.855,1.0,0.0,0.428070270539743
0.86,1.0,0.0,0.428070270539743
0.865,1.0,0.0,0.428070270539743
0.87,1.0,0.0,0.428070270539743
0.875,1.0,0.0,0.428070270539743
0.88,1.0,0.0,0.428070270539743
0.885,1.0,0.0,0.428070270539743
0.89,1.0,0.0,0.428070270539743
0.895,1.0,0.0,0.428070270539743
0.9,1.0,0.0,0.428070270539743
0.905,1.0,0.0,0.428070270539743
0.91,1.0,0.0,0.428070270539743
0.915,1.0,0.0,0.428070270539743
0.92,1.0,0.0,0.428070270539743
0.925,1.0,0.0,0.428070270539743
0.93,1.0,0.0,0.428070270539743
0.935,1.0,0.0,0.428070270539743
0.9400000000000001,1.0,0.0,0.428070270539743
0.9450000000000001,1.0,0.0,0.428070270539743
0.9500000000000001,1.0,0.0,0.428070270539743
0.9550000000000001,1.0,0.0,0.428070270539743
0.96,1.0,0.0,0.428070270539743
0.965,1.0,0.0,0.428070270539743
0.97,1.0,0.0,0.428070270539743
0.975,1.0,0.0,0.428070270539743
0.98,1.0,0.0,0.428070270539743
0.985,1.0,0.0,0.428070270539743
0.99,1.0,0.0,0.428070270539743
0.995,1.0,0.0,0.428070270539743
1.0,1.0,0.0,0.428070270539743
